User,post_id,Reaction Type,Reaction Date,User2_reacted
714,13401,Comment,1588163928,906
671,1049,Comment,1588166196,121
72,1113,Comment,1588163539,88
688,4814,Comment,1588166501,934
466,10688,Emoticon,1588161338,866
717,11451,Like,1588170421,354
740,14007,Like,1588166316,8
572,2907,Like,1588162491,846
684,9768,Comment,1588166799,315
710,1168,Comment,1588166411,530
644,9406,Emoticon,1588167839,420
241,13207,Like,1588165427,984
648,2904,Like,1588163721,813
715,11730,Emoticon,1588163666,835
713,3015,Like,1588165107,874
713,13661,Like,1588164967,570
500,3355,Comment,1588165205,807
139,5739,Comment,1588162936,767
160,12814,Emoticon,1588164512,905
684,7524,Comment,1588164676,643
706,7520,Like,1588168197,601
701,12598,Emoticon,1588165598,595
595,13516,Emoticon,1588166656,31
915,3646,Comment,1588162289,74
653,7015,Like,1588165922,458
721,10648,Emoticon,1588164690,645
736,12261,Like,1588166960,239
690,5688,Comment,1588163612,881
811,12392,Comment,1588165760,56
644,8025,Comment,1588165427,595
814,10534,Emoticon,1588168176,737
705,10223,Like,1588164023,585
705,2256,Comment,1588165630,178
67,6316,Like,1588165498,240
681,9867,Emoticon,1588164841,593
415,3530,Like,1588164364,86
713,6847,Comment,1588164530,587
611,2439,Emoticon,1588162853,413
950,6409,Comment,1588161542,249
473,12566,Comment,1588167414,760
837,6761,Comment,1588166112,647
238,2085,Emoticon,1588164306,512
680,2538,Like,1588165620,565
695,3006,Emoticon,1588161299,140
695,7028,Comment,1588163722,864
738,8703,Comment,1588161567,469
672,12265,Comment,1588165272,206
187,3763,Emoticon,1588167123,516
45,11149,Emoticon,1588165332,572
716,4961,Emoticon,1588166354,458
821,8147,Emoticon,1588165386,912
66,7543,Emoticon,1588163748,719
812,8200,Comment,1588167013,844
703,7007,Like,1588161846,328
390,8543,Comment,1588165952,427
915,11585,Emoticon,1588167338,808
139,8187,Comment,1588165093,696
603,5948,Like,1588165626,914
808,8605,Like,1588165173,888
71,8038,Emoticon,1588168385,4
591,5638,Comment,1588162671,969
17,8787,Like,1588166360,134
285,5489,Like,1588164875,820
636,3671,Like,1588163799,695
139,6237,Like,1588165541,970
643,10267,Comment,1588165581,108
815,9094,Like,1588165603,470
75,10862,Comment,1588166509,427
695,10437,Emoticon,1588169134,109
707,12841,Emoticon,1588167038,783
71,8603,Comment,1588170534,73
750,2094,Emoticon,1588164050,765
677,3573,Emoticon,1588166826,532
636,11105,Comment,1588166329,323
415,4693,Comment,1588167964,871
66,10264,Like,1588166019,795
670,7419,Comment,1588161592,666
723,3428,Like,1588166005,109
215,2082,Emoticon,1588165203,91
415,13061,Like,1588162393,735
714,1851,Emoticon,1588165459,115
740,8117,Comment,1588164794,976
837,1736,Like,1588161386,463
395,13338,Like,1588166464,884
678,1897,Comment,1588167990,687
737,12010,Like,1588170609,567
811,10548,Comment,1588166351,149
690,12175,Like,1588165244,722
525,6366,Comment,1588166927,985
68,13974,Like,1588164522,646
160,11028,Like,1588165138,715
164,10398,Like,1588166944,851
643,10362,Comment,1588166080,874
696,10602,Emoticon,1588163753,68
684,12700,Comment,1588165477,277
915,11637,Comment,1588165131,468
685,7246,Emoticon,1588163688,838
714,6919,Emoticon,1588166993,94
642,7634,Emoticon,1588166422,339
466,12650,Comment,1588161354,722
400,1421,Emoticon,1588162831,942
887,6455,Like,1588162806,819
727,4660,Emoticon,1588167667,361
730,6786,Like,1588165193,269
616,5047,Like,1588166885,28
17,11251,Comment,1588164113,363
709,1049,Like,1588166793,187
821,3839,Comment,1588163033,447
222,10184,Like,1588166355,83
650,5593,Emoticon,1588164654,447
465,8694,Comment,1588169508,337
706,7656,Comment,1588164791,33
702,6582,Like,1588164671,36
466,9370,Like,1588163260,955
518,7039,Emoticon,1588166626,68
525,4971,Like,1588163670,655
500,11333,Emoticon,1588167590,579
105,12120,Comment,1588164773,813
716,5737,Comment,1588165839,4
641,5217,Comment,1588164830,948
68,3110,Like,1588165402,193
273,6834,Emoticon,1588164284,447
660,1088,Like,1588166010,165
694,2825,Like,1588170636,784
466,2021,Comment,1588166885,793
273,10228,Comment,1588167554,89
817,1015,Like,1588167513,969
641,1511,Like,1588164893,410
680,7021,Emoticon,1588164412,170
716,10817,Emoticon,1588167908,722
653,11336,Comment,1588167977,127
678,8988,Emoticon,1588167383,388
750,6133,Emoticon,1588163223,336
681,14136,Like,1588164502,619
682,10755,Like,1588163150,91
662,5656,Like,1588165172,925
950,1081,Like,1588166689,234
792,9341,Like,1588163556,807
710,6761,Comment,1588168224,51
921,1494,Emoticon,1588163314,554
660,8198,Like,1588167098,714
720,12753,Comment,1588168353,164
71,11004,Emoticon,1588164599,279
466,11935,Emoticon,1588168051,228
811,4806,Like,1588163677,791
679,5387,Comment,1588167058,374
681,11707,Like,1588167879,904
642,5061,Comment,1588163999,932
648,10931,Emoticon,1588164178,136
611,4993,Like,1588164926,112
946,10850,Comment,1588161576,571
697,12740,Comment,1588168899,534
711,7613,Like,1588165950,188
669,2008,Comment,1588164103,294
652,2993,Comment,1588166566,288
677,3389,Emoticon,1588160822,753
948,13993,Like,1588163941,826
665,10399,Emoticon,1588164767,250
957,12849,Comment,1588167049,852
222,3396,Comment,1588164935,75
902,7401,Emoticon,1588169639,746
727,13293,Like,1588168325,571
680,6260,Emoticon,1588161874,889
660,9947,Like,1588164687,318
750,10045,Comment,1588165284,316
821,8891,Like,1588163443,489
810,13300,Comment,1588166526,612
706,8906,Like,1588167423,943
724,2686,Comment,1588161571,720
810,4249,Comment,1588167642,529
67,6373,Like,1588166565,74
931,8179,Emoticon,1588165562,991
716,12758,Emoticon,1588164479,665
72,2453,Emoticon,1588163655,393
699,2834,Comment,1588164055,764
821,4289,Emoticon,1588162613,338
18,10370,Like,1588164409,768
592,7543,Emoticon,1588167024,237
715,13936,Like,1588166244,854
68,8645,Comment,1588161485,831
711,7973,Like,1588161950,838
948,10034,Emoticon,1588166003,710
792,1889,Like,1588167961,553
950,6602,Like,1588165515,225
640,10316,Comment,1588166531,802
679,1085,Emoticon,1588167151,29
729,14096,Like,1588164026,286
124,10691,Emoticon,1588164541,773
639,4655,Comment,1588167645,264
395,13683,Emoticon,1588166745,960
702,3753,Emoticon,1588160054,693
690,13769,Emoticon,1588167364,476
811,14081,Comment,1588164951,276
592,5706,Comment,1588164777,709
656,1358,Like,1588163192,820
692,6327,Comment,1588164742,756
648,9691,Comment,1588169188,162
963,4284,Like,1588166432,798
204,8810,Like,1588164492,548
737,5691,Like,1588165409,193
808,5090,Emoticon,1588164835,719
700,6076,Emoticon,1588164950,350
717,8635,Comment,1588167133,112
187,13186,Comment,1588162929,273
725,12751,Emoticon,1588164254,833
285,6722,Like,1588161069,72
72,8509,Emoticon,1588168691,597
653,6100,Like,1588163480,702
733,5311,Like,1588164809,73
640,8293,Emoticon,1588160810,953
657,9799,Like,1588162622,676
693,3249,Like,1588163000,227
204,4555,Emoticon,1588165766,33
400,1140,Like,1588166820,166
558,1392,Comment,1588165649,698
703,9785,Comment,1588164565,488
734,2803,Comment,1588164797,860
921,8392,Emoticon,1588162358,866
727,1583,Like,1588166206,808
715,12670,Comment,1588166414,494
689,3222,Emoticon,1588164297,697
689,6649,Emoticon,1588164348,329
17,5679,Comment,1588165903,325
821,1634,Like,1588169053,150
71,13793,Like,1588166030,902
733,3537,Comment,1588166686,232
692,2424,Comment,1588164220,66
649,8248,Like,1588166055,486
651,4728,Comment,1588164292,549
687,7779,Like,1588163864,465
645,11997,Emoticon,1588164604,78
402,3749,Comment,1588163514,257
693,5121,Emoticon,1588166766,372
813,3907,Comment,1588163031,982
351,4891,Emoticon,1588161509,232
640,9409,Emoticon,1588163684,242
642,2084,Like,1588162986,768
653,10736,Comment,1588161730,365
572,5614,Like,1588164275,683
604,6973,Like,1588168103,257
690,2247,Like,1588164946,663
400,5388,Emoticon,1588167007,697
187,4834,Like,1588167001,600
611,3534,Emoticon,1588161805,122
685,3678,Emoticon,1588165780,690
222,11700,Comment,1588167453,825
87,10869,Comment,1588163066,814
13,2705,Emoticon,1588161456,343
160,13007,Like,1588166718,812
521,5329,Comment,1588164182,821
647,10856,Emoticon,1588163422,752
508,7804,Emoticon,1588166439,623
691,6543,Emoticon,1588162400,853
466,12425,Emoticon,1588168713,602
662,12524,Emoticon,1588167973,316
509,5588,Comment,1588166171,933
750,13090,Comment,1588163191,509
667,1197,Emoticon,1588168082,300
616,13144,Emoticon,1588163431,710
67,7269,Like,1588163774,288
500,12876,Emoticon,1588167096,893
724,7583,Emoticon,1588168418,894
679,13891,Comment,1588167081,31
670,11253,Like,1588165552,265
931,13541,Emoticon,1588162792,507
634,5590,Emoticon,1588167116,389
733,2893,Like,1588162306,250
817,11531,Like,1588164535,563
704,9511,Like,1588168287,732
687,9743,Comment,1588162592,935
187,12112,Emoticon,1588162939,838
680,11471,Comment,1588166271,777
698,7032,Emoticon,1588165207,204
686,3128,Comment,1588162808,196
66,3661,Like,1588164972,591
656,9735,Comment,1588162953,926
771,13802,Comment,1588164837,932
654,13603,Comment,1588167484,421
509,8551,Comment,1588169198,84
664,8484,Emoticon,1588166757,444
817,4677,Comment,1588169574,326
664,10524,Comment,1588164368,939
68,7820,Emoticon,1588163981,75
738,5374,Like,1588160896,553
187,7828,Comment,1588168514,556
691,5651,Emoticon,1588161671,151
75,2100,Comment,1588166014,7
672,3115,Like,1588168965,206
683,12872,Like,1588170315,359
815,7315,Like,1588162913,781
637,1984,Like,1588162920,738
521,3232,Comment,1588166337,70
160,7255,Emoticon,1588164876,340
139,5932,Comment,1588166296,808
678,12933,Like,1588166253,890
96,6529,Emoticon,1588166668,494
509,9803,Like,1588164421,901
525,8615,Comment,1588164865,620
635,6021,Like,1588167108,9
921,13227,Emoticon,1588165944,351
722,2139,Emoticon,1588164808,59
650,9679,Comment,1588164629,406
685,10962,Like,1588165790,454
657,13386,Like,1588166637,603
740,8315,Like,1588162692,315
592,8562,Like,1588165142,503
957,7473,Emoticon,1588166348,365
96,7966,Emoticon,1588163262,41
736,14026,Comment,1588167034,136
643,3790,Emoticon,1588164622,118
706,7619,Comment,1588165156,72
957,9589,Comment,1588164835,190
124,10591,Like,1588161264,196
671,12082,Comment,1588165210,622
591,10448,Like,1588169238,823
71,1183,Like,1588167942,964
652,13938,Like,1588163869,800
645,12753,Comment,1588163228,710
705,6941,Emoticon,1588162960,899
837,1474,Emoticon,1588165759,358
17,14137,Comment,1588168830,165
670,10760,Like,1588165142,927
792,13219,Like,1588164115,883
821,11727,Comment,1588164751,759
75,1145,Comment,1588166083,636
647,12260,Emoticon,1588166737,864
11,1769,Comment,1588169057,932
817,5679,Like,1588162470,970
17,5349,Emoticon,1588165671,142
705,11853,Like,1588165276,802
635,12612,Comment,1588162658,638
160,9214,Like,1588164804,953
620,11005,Emoticon,1588165132,357
691,6858,Like,1588164060,994
707,12306,Comment,1588165800,776
679,5692,Comment,1588162334,236
508,10750,Like,1588164893,580
641,2800,Emoticon,1588163248,981
724,4825,Comment,1588166295,984
734,9489,Emoticon,1588163283,299
139,3316,Emoticon,1588167273,854
665,10714,Like,1588164994,199
833,12481,Comment,1588166897,665
68,1391,Emoticon,1588165364,641
592,2323,Emoticon,1588166103,298
673,3851,Like,1588163308,551
68,6535,Like,1588166741,235
915,5116,Comment,1588164381,191
666,6108,Like,1588164180,896
684,8587,Like,1588167067,503
728,2827,Comment,1588163680,803
697,2968,Comment,1588166092,998
697,7509,Comment,1588168503,141
734,7990,Like,1588167400,921
402,4570,Emoticon,1588165255,569
788,9258,Emoticon,1588167384,350
390,2673,Comment,1588169747,510
673,6346,Like,1588168837,175
648,6808,Emoticon,1588165968,335
616,2989,Emoticon,1588162995,502
948,3524,Comment,1588164152,446
72,11537,Like,1588168609,142
792,6010,Emoticon,1588163714,822
717,13172,Comment,1588162419,201
96,6899,Comment,1588169359,905
664,13897,Emoticon,1588168286,809
690,1174,Comment,1588164383,493
821,9299,Emoticon,1588167932,289
249,3611,Comment,1588162164,111
717,3605,Comment,1588163796,35
636,4373,Like,1588160355,663
287,14046,Comment,1588166660,71
402,5334,Comment,1588166754,780
591,7344,Like,1588165968,896
118,11411,Emoticon,1588168034,134
11,13256,Like,1588164785,95
890,9550,Comment,1588165669,109
639,11224,Emoticon,1588164272,497
735,2067,Emoticon,1588164418,782
677,4181,Emoticon,1588166268,488
729,12475,Emoticon,1588162625,991
729,1582,Like,1588166289,668
722,13543,Emoticon,1588163466,789
549,10036,Like,1588165218,762
402,12122,Like,1588165559,630
950,11749,Like,1588168233,513
696,10625,Like,1588163444,695
675,8585,Emoticon,1588164889,242
525,2812,Emoticon,1588165868,32
696,3144,Emoticon,1588165236,61
974,3326,Like,1588162889,513
944,6953,Comment,1588163748,972
753,4509,Comment,1588164599,600
270,7547,Emoticon,1588167565,583
681,3432,Emoticon,1588164585,172
378,7582,Like,1588164095,874
671,10673,Emoticon,1588162840,10
704,13271,Emoticon,1588167950,550
724,11828,Comment,1588165507,246
724,10667,Like,1588161847,427
679,5862,Emoticon,1588165781,511
750,2904,Emoticon,1588166771,25
241,9886,Like,1588164099,394
604,5870,Like,1588165528,956
718,12970,Emoticon,1588167786,120
707,3689,Emoticon,1588164155,723
45,3415,Like,1588167157,925
695,6679,Comment,1588164505,179
415,7647,Like,1588165160,290
651,3719,Comment,1588165019,490
930,12041,Emoticon,1588162949,570
694,2736,Like,1588166411,287
650,10990,Like,1588165461,258
656,3605,Like,1588164710,170
139,13413,Comment,1588164344,768
666,11550,Like,1588166861,573
390,14027,Like,1588166024,386
415,9301,Like,1588161609,320
948,3948,Comment,1588163586,180
647,11837,Comment,1588162115,572
160,10413,Comment,1588166266,461
682,11457,Comment,1588167933,575
833,6103,Like,1588165956,561
682,6221,Emoticon,1588164251,749
735,4829,Comment,1588164826,269
164,6649,Emoticon,1588164380,862
706,13337,Emoticon,1588165418,71
764,11301,Comment,1588165843,364
71,14065,Emoticon,1588166241,891
701,12355,Comment,1588165049,835
595,3450,Emoticon,1588168246,174
741,13365,Emoticon,1588163983,844
655,5516,Emoticon,1588164560,601
378,12500,Like,1588168152,803
67,4486,Like,1588165266,739
525,6876,Emoticon,1588167347,896
814,9075,Like,1588165287,139
164,12619,Like,1588163346,857
73,8336,Like,1588167562,811
160,8437,Emoticon,1588167418,738
700,8949,Comment,1588162121,702
118,6372,Like,1588165882,7
518,8903,Like,1588165417,978
667,4559,Comment,1588168977,35
674,3208,Emoticon,1588163650,871
636,11491,Like,1588165667,691
45,9944,Like,1588162348,161
921,9149,Like,1588162457,672
264,4077,Like,1588164206,757
684,3623,Emoticon,1588165042,17
164,9364,Like,1588165599,923
642,8853,Comment,1588163421,979
677,6944,Like,1588164566,965
709,10269,Like,1588168272,695
930,3587,Emoticon,1588163945,374
683,11527,Like,1588163545,753
124,9915,Emoticon,1588162785,213
694,5401,Comment,1588164714,839
660,9016,Like,1588167711,270
703,3095,Emoticon,1588165739,214
667,3943,Like,1588168978,586
668,11467,Comment,1588163435,254
821,3285,Comment,1588164988,526
833,4264,Emoticon,1588165702,400
518,4675,Emoticon,1588167283,344
930,11812,Comment,1588168485,737
735,2704,Emoticon,1588165745,502
73,1720,Comment,1588165074,431
238,10352,Comment,1588166075,465
682,7744,Emoticon,1588164439,488
692,7273,Emoticon,1588167166,824
811,10848,Like,1588163305,684
717,12169,Comment,1588164329,525
808,6609,Emoticon,1588167924,738
921,3254,Emoticon,1588170069,283
516,5740,Like,1588164235,431
160,11494,Like,1588167028,352
814,3316,Comment,1588162902,983
683,4753,Like,1588167326,651
440,1091,Comment,1588163708,474
680,2524,Emoticon,1588163577,214
708,13438,Comment,1588166037,76
705,3082,Comment,1588164727,26
639,13119,Like,1588164140,819
792,9761,Comment,1588162192,841
833,6342,Like,1588166893,450
719,5580,Comment,1588165052,109
988,1278,Like,1588165664,815
71,6055,Like,1588165257,44
700,12162,Comment,1588167204,323
105,8987,Comment,1588169212,69
890,2013,Comment,1588166043,660
812,3899,Comment,1588170559,673
753,6263,Comment,1588164688,466
640,8762,Like,1588166070,910
792,3350,Comment,1588166880,93
710,12179,Comment,1588164340,924
950,6300,Emoticon,1588163792,795
691,6998,Like,1588164349,327
931,12640,Comment,1588160877,487
708,5272,Like,1588167049,213
726,9840,Comment,1588166144,473
815,1293,Comment,1588164927,788
676,2286,Like,1588162687,920
715,1332,Emoticon,1588166005,489
712,6925,Comment,1588168687,943
890,7675,Like,1588165418,564
686,3835,Like,1588165584,930
643,1170,Like,1588163454,688
930,6328,Like,1588163926,414
788,11269,Comment,1588160812,378
592,10111,Emoticon,1588163633,721
273,12619,Like,1588165135,453
727,5320,Comment,1588166122,708
890,10777,Comment,1588168395,657
944,13924,Emoticon,1588164421,548
689,13365,Emoticon,1588164169,353
697,8067,Comment,1588168293,910
141,8317,Like,1588166711,607
638,11237,Like,1588166907,690
946,12148,Like,1588166239,720
642,8705,Like,1588162623,594
378,13410,Emoticon,1588163301,725
714,6815,Emoticon,1588164096,418
164,12928,Like,1588164481,397
160,10390,Comment,1588165200,225
204,11878,Comment,1588165280,458
974,3228,Emoticon,1588164122,765
717,11358,Emoticon,1588165042,279
694,1851,Comment,1588163212,558
974,3340,Comment,1588166948,408
681,11850,Like,1588164609,560
655,12293,Emoticon,1588166742,763
652,11149,Comment,1588165916,709
719,3258,Emoticon,1588163373,520
634,9000,Like,1588165317,876
915,4439,Emoticon,1588168509,165
664,10764,Emoticon,1588164646,44
701,7345,Comment,1588166328,189
604,12830,Comment,1588166068,698
821,11491,Comment,1588165550,113
673,11225,Emoticon,1588168476,667
764,11420,Comment,1588163434,981
703,5686,Like,1588160251,207
887,1168,Emoticon,1588168372,714
656,4258,Emoticon,1588165112,358
516,4484,Like,1588166346,183
395,11460,Like,1588166158,193
663,13889,Comment,1588164683,192
703,8221,Emoticon,1588166601,789
638,13026,Like,1588164604,331
313,13374,Emoticon,1588163487,710
682,1079,Comment,1588163476,165
681,4332,Comment,1588163061,511
736,5260,Like,1588168200,222
808,5471,Comment,1588160335,184
821,5814,Emoticon,1588164515,897
666,12875,Comment,1588165226,33
946,9599,Emoticon,1588162769,197
944,11146,Emoticon,1588168151,31
440,11123,Like,1588161713,940
814,6562,Like,1588165003,405
222,7952,Comment,1588162982,631
657,6591,Emoticon,1588168112,719
957,3836,Emoticon,1588167679,234
931,2824,Like,1588166118,416
712,6237,Comment,1588162936,266
440,4615,Emoticon,1588164719,38
73,7932,Emoticon,1588160788,406
640,2864,Comment,1588167885,961
727,1449,Like,1588164714,485
678,2815,Emoticon,1588164118,113
887,4193,Emoticon,1588164910,289
694,6481,Emoticon,1588165923,848
680,5591,Comment,1588162989,126
887,2845,Emoticon,1588161977,826
887,3297,Emoticon,1588168006,803
703,3601,Comment,1588164707,427
921,6172,Comment,1588163221,317
657,7658,Emoticon,1588166180,907
592,4488,Like,1588165329,980
518,13126,Like,1588165603,361
655,11189,Emoticon,1588164747,246
616,2182,Emoticon,1588166139,550
595,7730,Emoticon,1588166556,275
715,2089,Like,1588166131,131
700,5937,Like,1588163991,547
74,9621,Like,1588166377,144
604,4209,Comment,1588163772,40
671,3266,Comment,1588167123,590
52,11458,Like,1588163736,730
915,12245,Comment,1588164388,386
693,9842,Comment,1588164195,391
604,3181,Like,1588164390,413
792,7403,Like,1588166375,146
105,10072,Emoticon,1588166628,18
833,2868,Comment,1588164601,985
808,6270,Like,1588166654,927
948,4762,Like,1588167051,970
160,10339,Comment,1588163943,256
645,10045,Comment,1588164286,324
690,10768,Like,1588167970,440
473,10445,Comment,1588164677,80
813,13088,Like,1588164147,232
811,2252,Emoticon,1588165170,532
664,7419,Emoticon,1588164746,223
644,6797,Like,1588165455,541
655,5524,Comment,1588166294,114
703,9538,Like,1588165522,507
11,2670,Comment,1588165639,832
215,9751,Emoticon,1588168630,850
771,1064,Like,1588163447,758
753,1126,Comment,1588165351,823
771,4006,Emoticon,1588162125,316
988,10188,Emoticon,1588161263,411
811,2918,Comment,1588164003,147
771,7411,Emoticon,1588165830,400
518,2504,Emoticon,1588163252,526
402,11901,Emoticon,1588166366,104
642,10371,Emoticon,1588165169,519
988,8786,Emoticon,1588166881,822
946,5677,Comment,1588168068,90
678,8835,Emoticon,1588169314,760
931,8377,Emoticon,1588166661,432
423,5810,Like,1588161903,615
833,11489,Comment,1588166487,135
710,7050,Comment,1588164175,575
957,12084,Comment,1588162236,156
466,11745,Like,1588164397,312
729,7118,Emoticon,1588165201,926
837,3381,Like,1588167957,675
902,7599,Emoticon,1588165248,940
423,5442,Emoticon,1588162946,188
285,4867,Like,1588164063,588
190,2760,Like,1588165771,443
887,10712,Comment,1588163830,557
75,11163,Comment,1588162762,277
636,4907,Like,1588165185,41
646,1043,Like,1588165818,384
792,1819,Like,1588164593,129
703,6622,Comment,1588166672,397
731,12708,Comment,1588166184,172
729,5715,Emoticon,1588165397,973
642,9882,Comment,1588164492,205
674,8570,Like,1588166502,720
716,11938,Like,1588164353,399
948,12150,Comment,1588163910,357
400,12171,Like,1588168764,18
660,6153,Like,1588161784,587
351,2295,Comment,1588167109,65
921,11138,Emoticon,1588166580,659
988,5341,Comment,1588163879,906
595,7670,Like,1588166863,584
402,9020,Like,1588166312,262
921,2926,Like,1588166140,164
715,10135,Like,1588160936,364
647,13742,Like,1588166857,730
521,3625,Comment,1588165520,964
273,9376,Like,1588168976,480
686,5030,Like,1588167175,395
13,6445,Like,1588167477,559
988,10263,Like,1588163199,397
395,9725,Comment,1588167327,231
69,9149,Comment,1588163149,91
950,7097,Comment,1588164511,205
249,6243,Like,1588170606,991
17,8423,Emoticon,1588163789,203
105,6755,Emoticon,1588165116,241
658,10621,Like,1588167134,732
821,11101,Comment,1588165323,67
187,10575,Like,1588164746,672
645,3597,Emoticon,1588162712,651
950,4742,Emoticon,1588165008,967
660,5745,Like,1588164310,772
738,6227,Comment,1588163180,676
771,3208,Comment,1588163076,655
