Unnamed: 0,Friend 1,Trs_status_x,Subscription Date_x,Friend 2,User,Trs_status_y,Subscription Date_y,Friendship_request_date,Request status
94,9,False,2020-04-29 15:02:53,365,365,False,2020-04-29 16:52:59,2020-04-04 15:02:53,0
96,9,False,2020-04-29 15:02:53,830,830,False,2020-04-29 15:00:34,2020-04-18 15:00:34,1
98,9,False,2020-04-29 15:02:53,716,716,False,2020-04-29 16:18:17,2020-04-18 15:02:53,0
99,9,False,2020-04-29 15:02:53,908,908,False,2020-04-29 15:19:48,2020-04-22 15:02:53,0
101,10,False,2020-04-29 14:26:49,362,362,False,2020-04-29 15:40:39,2020-04-03 14:26:49,0
102,10,False,2020-04-29 14:26:49,322,322,False,2020-04-29 14:55:51,2020-04-09 14:26:49,0
103,10,False,2020-04-29 14:26:49,578,578,False,2020-04-29 14:28:36,2020-04-07 14:26:49,1
104,10,False,2020-04-29 14:26:49,280,280,False,2020-04-29 14:21:17,2020-04-25 14:21:17,1
105,10,False,2020-04-29 14:26:49,421,421,False,2020-04-29 17:48:34,2020-04-11 14:26:49,0
106,10,False,2020-04-29 14:26:49,424,424,False,2020-04-29 13:58:08,2020-04-07 13:58:08,1
108,10,False,2020-04-29 14:26:49,402,402,False,2020-04-29 16:07:52,2020-04-06 14:26:49,1
109,10,False,2020-04-29 14:26:49,495,495,False,2020-04-29 14:10:09,2020-04-14 14:10:09,0
110,11,False,2020-04-29 17:26:51,203,203,False,2020-04-29 17:18:10,2020-04-07 17:18:10,1
112,11,False,2020-04-29 17:26:51,775,775,False,2020-04-29 17:20:06,2020-04-11 17:20:06,0
114,11,False,2020-04-29 17:26:51,475,475,False,2020-04-29 15:02:18,2020-04-04 15:02:18,0
117,11,False,2020-04-29 17:26:51,753,753,False,2020-04-29 15:24:53,2020-04-11 15:24:53,1
120,11,False,2020-04-29 17:26:51,965,965,False,2020-04-29 15:52:57,2020-04-21 15:52:57,0
124,11,False,2020-04-29 17:26:51,455,455,False,2020-04-29 15:04:46,2020-04-23 15:04:46,0
126,11,False,2020-04-29 17:26:51,762,762,False,2020-04-29 15:31:58,2020-04-26 15:31:58,0
128,11,False,2020-04-29 17:26:51,208,208,False,2020-04-29 13:48:15,2020-04-07 13:48:15,1
130,11,False,2020-04-29 17:26:51,92,92,False,2020-04-29 15:21:13,2020-04-20 15:21:13,0
132,11,False,2020-04-29 17:26:51,168,168,False,2020-04-29 15:11:16,2020-04-14 15:11:16,0
134,11,False,2020-04-29 17:26:51,48,48,False,2020-04-29 14:51:42,2020-04-20 14:51:42,1
136,11,False,2020-04-29 17:26:51,463,463,False,2020-04-29 15:26:32,2020-04-01 15:26:32,1
138,11,False,2020-04-29 17:26:51,307,307,False,2020-04-29 16:23:14,2020-04-06 16:23:14,0
140,12,False,2020-04-29 15:40:08,180,180,False,2020-04-29 17:41:51,2020-04-25 15:40:08,0
142,12,False,2020-04-29 15:40:08,800,800,False,2020-04-29 15:25:42,2020-04-17 15:25:42,0
143,12,False,2020-04-29 15:40:08,487,487,False,2020-04-29 15:54:27,2020-04-07 15:40:08,1
144,12,False,2020-04-29 15:40:08,331,331,False,2020-04-29 14:34:18,2020-04-02 14:34:18,1
145,12,False,2020-04-29 15:40:08,701,701,False,2020-04-29 16:34:15,2020-04-10 15:40:08,0
147,12,False,2020-04-29 15:40:08,468,468,False,2020-04-29 13:34:57,2020-04-13 13:34:57,0
148,12,False,2020-04-29 15:40:08,70,70,False,2020-04-29 16:37:44,2020-04-07 15:40:08,0
153,13,False,2020-04-29 15:57:11,88,88,False,2020-04-29 15:14:42,2020-04-06 15:14:42,1
157,13,False,2020-04-29 15:57:11,764,764,False,2020-04-29 16:13:44,2020-04-22 15:57:11,0
159,13,False,2020-04-29 15:57:11,217,217,False,2020-04-29 16:44:24,2020-04-15 15:57:11,1
161,13,False,2020-04-29 15:57:11,455,455,False,2020-04-29 15:04:46,2020-04-21 15:04:46,0
163,13,False,2020-04-29 15:57:11,838,838,False,2020-04-29 13:48:50,2020-04-17 13:48:50,1
164,14,False,2020-04-29 17:48:45,976,976,False,2020-04-29 16:03:10,2020-04-02 16:03:10,1
165,14,False,2020-04-29 17:48:45,807,807,False,2020-04-29 13:56:16,2020-04-01 13:56:16,1
166,14,False,2020-04-29 17:48:45,137,137,False,2020-04-29 16:45:59,2020-04-02 16:45:59,1
167,14,False,2020-04-29 17:48:45,495,495,False,2020-04-29 14:10:09,2020-04-12 14:10:09,0
168,14,False,2020-04-29 17:48:45,530,530,False,2020-04-29 15:00:42,2020-04-21 15:00:42,0
169,14,False,2020-04-29 17:48:45,809,809,False,2020-04-29 16:37:14,2020-04-22 16:37:14,1
170,14,False,2020-04-29 17:48:45,551,551,False,2020-04-29 16:26:50,2020-04-12 16:26:50,1
172,14,False,2020-04-29 17:48:45,664,664,False,2020-04-29 15:47:56,2020-04-09 15:47:56,1
173,14,False,2020-04-29 17:48:45,801,801,False,2020-04-29 15:37:32,2020-04-19 15:37:32,1
174,14,False,2020-04-29 17:48:45,767,767,False,2020-04-29 13:57:56,2020-04-26 13:57:56,0
175,14,False,2020-04-29 17:48:45,900,900,False,2020-04-29 16:07:16,2020-04-04 16:07:16,1
176,14,False,2020-04-29 17:48:45,365,365,False,2020-04-29 16:52:59,2020-04-20 16:52:59,1
177,14,False,2020-04-29 17:48:45,361,361,False,2020-04-29 13:55:46,2020-04-09 13:55:46,0
178,14,False,2020-04-29 17:48:45,103,103,False,2020-04-29 14:28:21,2020-04-28 14:28:21,0
179,15,False,2020-04-29 16:48:15,780,780,False,2020-04-29 14:18:45,2020-04-02 14:18:45,0
181,15,False,2020-04-29 16:48:15,5,5,False,2020-04-29 14:27:22,2020-04-16 14:27:22,1
182,15,False,2020-04-29 16:48:15,506,506,False,2020-04-29 14:58:02,2020-04-05 14:58:02,0
183,15,False,2020-04-29 16:48:15,246,246,False,2020-04-29 16:44:56,2020-04-20 16:44:56,0
184,15,False,2020-04-29 16:48:15,349,349,False,2020-04-29 14:22:28,2020-04-26 14:22:28,0
185,15,False,2020-04-29 16:48:15,977,977,False,2020-04-29 12:50:27,2020-04-06 12:50:27,1
187,15,False,2020-04-29 16:48:15,107,107,False,2020-04-29 16:37:48,2020-04-12 16:37:48,1
189,15,False,2020-04-29 16:48:15,103,103,False,2020-04-29 14:28:21,2020-04-14 14:28:21,1
191,15,False,2020-04-29 16:48:15,821,821,False,2020-04-29 16:32:15,2020-04-09 16:32:15,0
192,15,False,2020-04-29 16:48:15,12,12,False,2020-04-29 15:40:08,2020-04-05 15:40:08,0
193,16,False,2020-04-29 16:35:39,405,405,False,2020-04-29 15:07:14,2020-04-22 15:07:14,1
194,16,False,2020-04-29 16:35:39,748,748,False,2020-04-29 17:16:25,2020-04-17 16:35:39,0
195,16,False,2020-04-29 16:35:39,541,541,False,2020-04-29 15:34:44,2020-04-13 15:34:44,0
196,16,False,2020-04-29 16:35:39,354,354,False,2020-04-29 14:14:49,2020-04-06 14:14:49,0
197,16,False,2020-04-29 16:35:39,797,797,False,2020-04-29 15:27:50,2020-04-05 15:27:50,1
198,16,False,2020-04-29 16:35:39,589,589,False,2020-04-29 15:30:09,2020-04-01 15:30:09,0
200,16,False,2020-04-29 16:35:39,547,547,False,2020-04-29 15:49:49,2020-03-31 15:49:49,0
202,16,False,2020-04-29 16:35:39,584,584,False,2020-04-29 13:24:19,2020-04-19 13:24:19,0
203,16,False,2020-04-29 16:35:39,20,20,False,2020-04-29 16:29:21,2020-04-22 16:29:21,1
206,16,False,2020-04-29 16:35:39,19,19,False,2020-04-29 16:37:11,2020-04-18 16:35:39,0
207,16,False,2020-04-29 16:35:39,984,984,False,2020-04-29 14:08:05,2020-04-24 14:08:05,0
209,17,False,2020-04-29 16:09:52,248,248,False,2020-04-29 15:50:22,2020-04-05 15:50:22,0
211,17,False,2020-04-29 16:09:52,982,982,False,2020-04-29 14:57:16,2020-04-14 14:57:16,1
213,17,False,2020-04-29 16:09:52,46,46,False,2020-04-29 14:11:19,2020-04-03 14:11:19,1
217,17,False,2020-04-29 16:09:52,549,549,False,2020-04-29 15:39:08,2020-04-07 15:39:08,1
221,17,False,2020-04-29 16:09:52,408,408,False,2020-04-29 15:59:52,2020-04-01 15:59:52,1
223,17,False,2020-04-29 16:09:52,377,377,False,2020-04-29 15:57:48,2020-04-16 15:57:48,0
225,17,False,2020-04-29 16:09:52,89,89,False,2020-04-29 15:15:58,2020-04-08 15:15:58,0
229,17,False,2020-04-29 16:09:52,362,362,False,2020-04-29 15:40:39,2020-04-10 15:40:39,0
231,17,False,2020-04-29 16:09:52,795,795,False,2020-04-29 17:52:08,2020-04-17 16:09:52,0
232,18,False,2020-04-29 18:13:23,793,793,False,2020-04-29 15:54:06,2020-04-11 15:54:06,0
233,18,False,2020-04-29 18:13:23,847,847,False,2020-04-29 16:23:17,2020-04-26 16:23:17,0
234,18,False,2020-04-29 18:13:23,622,622,False,2020-04-29 16:03:01,2020-04-12 16:03:01,0
235,18,False,2020-04-29 18:13:23,39,39,False,2020-04-29 15:49:34,2020-04-10 15:49:34,1
236,18,False,2020-04-29 18:13:23,786,786,False,2020-04-29 15:45:19,2020-04-13 15:45:19,0
237,18,False,2020-04-29 18:13:23,35,35,False,2020-04-29 14:51:55,2020-04-23 14:51:55,1
239,19,False,2020-04-29 16:37:11,590,590,False,2020-04-29 16:05:46,2020-04-22 16:05:46,0
241,19,False,2020-04-29 16:37:11,337,337,False,2020-04-29 15:31:08,2020-04-14 15:31:08,1
243,19,False,2020-04-29 16:37:11,472,472,False,2020-04-29 14:31:36,2020-04-12 14:31:36,0
245,19,False,2020-04-29 16:37:11,580,580,False,2020-04-29 14:28:46,2020-04-28 14:28:46,1
249,19,False,2020-04-29 16:37:11,473,473,False,2020-04-29 15:47:42,2020-04-07 15:47:42,1
251,19,False,2020-04-29 16:37:11,599,599,False,2020-04-29 15:56:47,2020-04-11 15:56:47,1
253,19,False,2020-04-29 16:37:11,934,934,False,2020-04-29 14:56:15,2020-04-08 14:56:15,1
255,19,False,2020-04-29 16:37:11,982,982,False,2020-04-29 14:57:16,2020-04-24 14:57:16,1
257,19,False,2020-04-29 16:37:11,284,284,False,2020-04-29 15:34:13,2020-04-11 15:34:13,0
259,19,False,2020-04-29 16:37:11,906,906,False,2020-04-29 15:35:17,2020-04-28 15:35:17,0
261,19,False,2020-04-29 16:37:11,210,210,False,2020-04-29 14:31:36,2020-04-28 14:31:36,1
263,19,False,2020-04-29 16:37:11,319,319,False,2020-04-29 15:16:09,2020-04-14 15:16:09,0
265,19,False,2020-04-29 16:37:11,380,380,False,2020-04-29 16:10:07,2020-04-14 16:10:07,0
266,20,False,2020-04-29 16:29:21,438,438,False,2020-04-29 18:18:49,2020-04-21 16:29:21,0
270,20,False,2020-04-29 16:29:21,79,79,False,2020-04-29 14:45:08,2020-04-08 14:45:08,0
271,20,False,2020-04-29 16:29:21,144,144,False,2020-04-29 12:41:09,2020-04-18 12:41:09,1
273,20,False,2020-04-29 16:29:21,449,449,False,2020-04-29 14:59:18,2020-04-28 14:59:18,0
275,20,False,2020-04-29 16:29:21,402,402,False,2020-04-29 16:07:52,2020-04-15 16:07:52,1
277,20,False,2020-04-29 16:29:21,921,921,False,2020-04-29 16:17:37,2020-04-14 16:17:37,1
278,20,False,2020-04-29 16:29:21,63,63,False,2020-04-29 16:38:44,2020-04-13 16:29:21,0
279,20,False,2020-04-29 16:29:21,304,304,False,2020-04-29 15:29:20,2020-04-17 15:29:20,1
280,21,False,2020-04-29 16:24:13,444,444,False,2020-04-29 14:39:07,2020-04-20 14:39:07,0
281,21,False,2020-04-29 16:24:13,184,184,False,2020-04-29 15:47:09,2020-04-10 15:47:09,0
282,21,False,2020-04-29 16:24:13,60,60,False,2020-04-29 15:18:15,2020-04-09 15:18:15,1
283,21,False,2020-04-29 16:24:13,585,585,False,2020-04-29 15:42:40,2020-04-08 15:42:40,1
285,21,False,2020-04-29 16:24:13,606,606,False,2020-04-29 17:06:36,2020-04-06 16:24:13,1
286,21,False,2020-04-29 16:24:13,938,938,False,2020-04-29 18:50:41,2020-04-22 16:24:13,0
287,21,False,2020-04-29 16:24:13,631,631,False,2020-04-29 16:02:54,2020-04-01 16:02:54,0
288,21,False,2020-04-29 16:24:13,392,392,False,2020-04-29 13:47:27,2020-04-03 13:47:27,1
289,22,False,2020-04-29 13:26:38,31,31,False,2020-04-29 15:20:00,2020-04-25 13:26:38,1
290,22,False,2020-04-29 13:26:38,417,417,False,2020-04-29 14:31:33,2020-04-06 13:26:38,0
291,22,False,2020-04-29 13:26:38,527,527,False,2020-04-29 12:43:12,2020-04-10 12:43:12,0
293,22,False,2020-04-29 13:26:38,173,173,False,2020-04-29 16:44:34,2020-04-03 13:26:38,1
294,22,False,2020-04-29 13:26:38,178,178,False,2020-04-29 17:35:48,2020-04-19 13:26:38,1
295,22,False,2020-04-29 13:26:38,173,173,False,2020-04-29 16:44:34,2020-04-13 13:26:38,0
296,22,False,2020-04-29 13:26:38,175,175,False,2020-04-29 17:35:42,2020-04-11 13:26:38,0
298,22,False,2020-04-29 13:26:38,664,664,False,2020-04-29 15:47:56,2020-04-28 13:26:38,0
299,23,False,2020-04-29 16:14:16,119,119,False,2020-04-29 14:30:01,2020-04-16 14:30:01,1
300,23,False,2020-04-29 16:14:16,928,928,False,2020-04-29 16:57:15,2020-04-25 16:14:16,0
301,23,False,2020-04-29 16:14:16,904,904,False,2020-04-29 14:20:19,2020-04-01 14:20:19,0
302,23,False,2020-04-29 16:14:16,144,144,False,2020-04-29 12:41:09,2020-04-05 12:41:09,0
303,23,False,2020-04-29 16:14:16,191,191,False,2020-04-29 15:15:48,2020-04-21 15:15:48,0
304,23,False,2020-04-29 16:14:16,797,797,False,2020-04-29 15:27:50,2020-04-23 15:27:50,0
305,23,False,2020-04-29 16:14:16,754,754,False,2020-04-29 14:45:48,2020-04-19 14:45:48,1
306,23,False,2020-04-29 16:14:16,739,739,False,2020-04-29 16:41:23,2020-04-16 16:14:16,1
307,23,False,2020-04-29 16:14:16,940,940,False,2020-04-29 13:47:36,2020-04-08 13:47:36,0
308,23,False,2020-04-29 16:14:16,453,453,False,2020-04-29 15:29:55,2020-04-10 15:29:55,1
309,23,False,2020-04-29 16:14:16,335,335,False,2020-04-29 14:38:31,2020-04-04 14:38:31,1
311,24,False,2020-04-29 17:01:18,612,612,False,2020-04-29 14:03:59,2020-04-14 14:03:59,1
312,24,False,2020-04-29 17:01:18,133,133,False,2020-04-29 17:16:47,2020-04-09 17:01:18,0
313,24,False,2020-04-29 17:01:18,4,4,False,2020-04-29 17:07:16,2020-04-24 17:01:18,0
315,24,False,2020-04-29 17:01:18,12,12,False,2020-04-29 15:40:08,2020-04-27 15:40:08,0
316,24,False,2020-04-29 17:01:18,744,744,False,2020-04-29 17:16:52,2020-04-05 17:01:18,0
317,24,False,2020-04-29 17:01:18,26,26,False,2020-04-29 12:25:07,2020-04-21 12:25:07,0
319,25,False,2020-04-29 12:59:26,811,811,False,2020-04-29 16:17:30,2020-04-22 12:59:26,1
320,25,False,2020-04-29 12:59:26,291,291,False,2020-04-29 17:59:05,2020-04-12 12:59:26,0
321,25,False,2020-04-29 12:59:26,332,332,False,2020-04-29 13:48:30,2020-04-16 12:59:26,1
322,25,False,2020-04-29 12:59:26,154,154,False,2020-04-29 16:08:39,2020-03-31 12:59:26,1
323,25,False,2020-04-29 12:59:26,227,227,False,2020-04-29 14:34:51,2020-04-05 12:59:26,1
324,25,False,2020-04-29 12:59:26,528,528,False,2020-04-29 16:02:21,2020-04-13 12:59:26,1
325,25,False,2020-04-29 12:59:26,686,686,False,2020-04-29 17:10:42,2020-04-25 12:59:26,1
328,26,False,2020-04-29 12:25:07,216,216,False,2020-04-29 16:57:15,2020-04-13 12:25:07,0
329,26,False,2020-04-29 12:25:07,46,46,False,2020-04-29 14:11:19,2020-04-21 12:25:07,1
330,26,False,2020-04-29 12:25:07,420,420,False,2020-04-29 14:12:06,2020-04-21 12:25:07,1
331,26,False,2020-04-29 12:25:07,450,450,False,2020-04-29 19:41:49,2020-04-11 12:25:07,0
333,26,False,2020-04-29 12:25:07,736,736,False,2020-04-29 16:15:04,2020-04-23 12:25:07,1
335,26,False,2020-04-29 12:25:07,679,679,False,2020-04-29 16:09:49,2020-04-02 12:25:07,1
336,26,False,2020-04-29 12:25:07,32,32,False,2020-04-29 14:44:27,2020-04-23 12:25:07,0
337,26,False,2020-04-29 12:25:07,798,798,False,2020-04-29 14:54:57,2020-04-16 12:25:07,0
339,26,False,2020-04-29 12:25:07,716,716,False,2020-04-29 16:18:17,2020-04-03 12:25:07,1
340,26,False,2020-04-29 12:25:07,47,47,False,2020-04-29 15:59:12,2020-04-28 12:25:07,0
341,27,False,2020-04-29 16:15:42,774,774,False,2020-04-29 16:05:04,2020-04-11 16:05:04,0
342,27,False,2020-04-29 16:15:42,322,322,False,2020-04-29 14:55:51,2020-04-19 14:55:51,0
343,27,False,2020-04-29 16:15:42,201,201,False,2020-04-29 16:31:30,2020-04-24 16:15:42,1
344,27,False,2020-04-29 16:15:42,431,431,False,2020-04-29 13:57:00,2020-04-05 13:57:00,0
345,27,False,2020-04-29 16:15:42,463,463,False,2020-04-29 15:26:32,2020-04-21 15:26:32,0
346,27,False,2020-04-29 16:15:42,460,460,False,2020-04-29 15:05:40,2020-04-16 15:05:40,1
347,28,False,2020-04-29 14:59:24,544,544,False,2020-04-29 15:02:26,2020-04-16 14:59:24,1
348,28,False,2020-04-29 14:59:24,9,9,False,2020-04-29 15:02:53,2020-04-13 14:59:24,0
349,28,False,2020-04-29 14:59:24,968,968,False,2020-04-29 17:32:59,2020-04-10 14:59:24,1
350,28,False,2020-04-29 14:59:24,407,407,False,2020-04-29 15:14:27,2020-04-27 14:59:24,0
351,28,False,2020-04-29 14:59:24,983,983,False,2020-04-29 16:49:55,2020-04-18 14:59:24,1
352,28,False,2020-04-29 14:59:24,290,290,False,2020-04-29 12:49:26,2020-04-12 12:49:26,0
353,28,False,2020-04-29 14:59:24,381,381,False,2020-04-29 13:11:45,2020-03-31 13:11:45,0
354,28,False,2020-04-29 14:59:24,448,448,False,2020-04-29 15:09:33,2020-04-20 14:59:24,0
357,28,False,2020-04-29 14:59:24,695,695,False,2020-04-29 15:43:18,2020-04-15 14:59:24,0
358,28,False,2020-04-29 14:59:24,502,502,False,2020-04-29 15:58:04,2020-04-14 14:59:24,1
359,29,False,2020-04-29 15:07:13,628,628,False,2020-04-29 18:11:01,2020-04-03 15:07:13,0
360,29,False,2020-04-29 15:07:13,268,268,False,2020-04-29 14:33:37,2020-04-21 14:33:37,1
361,29,False,2020-04-29 15:07:13,236,236,False,2020-04-29 14:58:42,2020-04-26 14:58:42,0
362,29,False,2020-04-29 15:07:13,135,135,False,2020-04-29 15:01:47,2020-04-05 15:01:47,0
363,29,False,2020-04-29 15:07:13,979,979,False,2020-04-29 15:53:59,2020-04-09 15:07:13,1
364,29,False,2020-04-29 15:07:13,474,474,False,2020-04-29 14:52:45,2020-04-26 14:52:45,1
365,29,False,2020-04-29 15:07:13,981,981,False,2020-04-29 15:26:15,2020-04-28 15:07:13,0
367,30,False,2020-04-29 15:37:03,75,75,False,2020-04-29 17:01:04,2020-04-18 15:37:03,1
368,30,False,2020-04-29 15:37:03,421,421,False,2020-04-29 17:48:34,2020-04-17 15:37:03,1
369,30,False,2020-04-29 15:37:03,122,122,False,2020-04-29 20:32:34,2020-04-02 15:37:03,1
370,30,False,2020-04-29 15:37:03,944,944,False,2020-04-29 16:03:05,2020-04-10 15:37:03,1
372,30,False,2020-04-29 15:37:03,637,637,False,2020-04-29 16:57:25,2020-04-28 15:37:03,1
374,31,False,2020-04-29 15:20:00,540,540,False,2020-04-29 16:42:06,2020-04-01 15:20:00,0
375,31,False,2020-04-29 15:20:00,233,233,False,2020-04-29 16:39:24,2020-04-17 15:20:00,1
376,31,False,2020-04-29 15:20:00,226,226,False,2020-04-29 14:48:12,2020-04-18 14:48:12,0
377,31,False,2020-04-29 15:20:00,505,505,False,2020-04-29 15:42:23,2020-04-19 15:20:00,1
378,31,False,2020-04-29 15:20:00,839,839,False,2020-04-29 15:41:37,2020-04-06 15:20:00,0
379,31,False,2020-04-29 15:20:00,193,193,False,2020-04-29 17:01:02,2020-04-05 15:20:00,1
380,31,False,2020-04-29 15:20:00,684,684,False,2020-04-29 18:56:42,2020-04-23 15:20:00,0
381,31,False,2020-04-29 15:20:00,278,278,False,2020-04-29 17:07:50,2020-04-05 15:20:00,0
382,31,False,2020-04-29 15:20:00,892,892,False,2020-04-29 14:35:37,2020-04-16 14:35:37,0
383,31,False,2020-04-29 15:20:00,457,457,False,2020-04-29 15:23:14,2020-04-11 15:20:00,0
384,31,False,2020-04-29 15:20:00,587,587,False,2020-04-29 16:31:26,2020-04-04 15:20:00,0
385,31,False,2020-04-29 15:20:00,575,575,False,2020-04-29 14:28:39,2020-04-10 14:28:39,0
386,31,False,2020-04-29 15:20:00,592,592,False,2020-04-29 16:45:29,2020-04-13 15:20:00,1
