User,post_id,Reaction Type,Reaction Date,User2_reacted
921,10722,Comment,"2020/04/29, 16:17:45",286
713,12112,Comment,"2020/04/29, 16:28:06",705
66,11640,Like,"2020/04/29, 16:45:16",919
652,5975,Comment,"2020/04/29, 17:14:11",637
187,11321,Like,"2020/04/29, 16:09:02",341
731,8660,Comment,"2020/04/29, 16:44:52",142
725,7058,Emoticon,"2020/04/29, 17:24:44",211
691,10921,Emoticon,"2020/04/29, 17:21:46",723
96,11899,Like,"2020/04/29, 17:08:39",924
681,13158,Like,"2020/04/29, 16:35:42",1000
815,10984,Emoticon,"2020/04/29, 16:51:36",482
238,3875,Comment,"2020/04/29, 17:59:22",529
738,11271,Like,"2020/04/29, 16:29:32",923
753,7909,Like,"2020/04/29, 16:52:14",351
833,7709,Like,"2020/04/29, 16:51:19",72
740,12708,Comment,"2020/04/29, 16:55:37",734
729,12153,Emoticon,"2020/04/29, 16:55:34",170
682,8714,Comment,"2020/04/29, 17:22:57",523
287,2683,Like,"2020/04/29, 17:17:27",813
611,13717,Like,"2020/04/29, 17:41:04",853
902,7946,Comment,"2020/04/29, 17:37:52",708
714,13401,Comment,"2020/04/29, 16:38:48",906
671,1049,Comment,"2020/04/29, 17:16:36",121
72,1113,Comment,"2020/04/29, 16:32:19",88
688,4814,Comment,"2020/04/29, 17:21:41",934
466,10688,Emoticon,"2020/04/29, 15:55:38",866
717,11451,Like,"2020/04/29, 18:27:01",354
740,14007,Like,"2020/04/29, 17:18:36",8
572,2907,Like,"2020/04/29, 16:14:51",846
684,9768,Comment,"2020/04/29, 17:26:39",315
710,1168,Comment,"2020/04/29, 17:20:11",530
644,9406,Emoticon,"2020/04/29, 17:43:59",420
241,13207,Like,"2020/04/29, 17:03:47",984
648,2904,Like,"2020/04/29, 16:35:21",813
715,11730,Emoticon,"2020/04/29, 16:34:26",835
713,3015,Like,"2020/04/29, 16:58:27",874
713,13661,Like,"2020/04/29, 16:56:07",570
500,3355,Comment,"2020/04/29, 17:00:05",807
139,5739,Comment,"2020/04/29, 16:22:16",767
160,12814,Emoticon,"2020/04/29, 16:48:32",905
684,7524,Comment,"2020/04/29, 16:51:16",643
706,7520,Like,"2020/04/29, 17:49:57",601
701,12598,Emoticon,"2020/04/29, 17:06:38",595
595,13516,Emoticon,"2020/04/29, 17:24:16",31
915,3646,Comment,"2020/04/29, 16:11:29",74
653,7015,Like,"2020/04/29, 17:12:02",458
721,10648,Emoticon,"2020/04/29, 16:51:30",645
736,12261,Like,"2020/04/29, 17:29:20",239
690,5688,Comment,"2020/04/29, 16:33:32",881
811,12392,Comment,"2020/04/29, 17:09:20",56
644,8025,Comment,"2020/04/29, 17:03:47",595
814,10534,Emoticon,"2020/04/29, 17:49:36",737
705,10223,Like,"2020/04/29, 16:40:23",585
705,2256,Comment,"2020/04/29, 17:07:10",178
67,6316,Like,"2020/04/29, 17:04:58",240
681,9867,Emoticon,"2020/04/29, 16:54:01",593
415,3530,Like,"2020/04/29, 16:46:04",86
713,6847,Comment,"2020/04/29, 16:48:50",587
611,2439,Emoticon,"2020/04/29, 16:20:53",413
950,6409,Comment,"2020/04/29, 15:59:02",249
473,12566,Comment,"2020/04/29, 17:36:54",760
837,6761,Comment,"2020/04/29, 17:15:12",647
238,2085,Emoticon,"2020/04/29, 16:45:06",512
680,2538,Like,"2020/04/29, 17:07:00",565
695,3006,Emoticon,"2020/04/29, 15:54:59",140
695,7028,Comment,"2020/04/29, 16:35:22",864
738,8703,Comment,"2020/04/29, 15:59:27",469
672,12265,Comment,"2020/04/29, 17:01:12",206
187,3763,Emoticon,"2020/04/29, 17:32:03",516
45,11149,Emoticon,"2020/04/29, 17:02:12",572
716,4961,Emoticon,"2020/04/29, 17:19:14",458
821,8147,Emoticon,"2020/04/29, 17:03:06",912
66,7543,Emoticon,"2020/04/29, 16:35:48",719
812,8200,Comment,"2020/04/29, 17:30:13",844
703,7007,Like,"2020/04/29, 16:04:06",328
390,8543,Comment,"2020/04/29, 17:12:32",427
915,11585,Emoticon,"2020/04/29, 17:35:38",808
139,8187,Comment,"2020/04/29, 16:58:13",696
603,5948,Like,"2020/04/29, 17:07:06",914
808,8605,Like,"2020/04/29, 16:59:33",888
71,8038,Emoticon,"2020/04/29, 17:53:05",4
591,5638,Comment,"2020/04/29, 16:17:51",969
17,8787,Like,"2020/04/29, 17:19:20",134
285,5489,Like,"2020/04/29, 16:54:35",820
636,3671,Like,"2020/04/29, 16:36:39",695
139,6237,Like,"2020/04/29, 17:05:41",970
643,10267,Comment,"2020/04/29, 17:06:21",108
815,9094,Like,"2020/04/29, 17:06:43",470
75,10862,Comment,"2020/04/29, 17:21:49",427
695,10437,Emoticon,"2020/04/29, 18:05:34",109
707,12841,Emoticon,"2020/04/29, 17:30:38",783
71,8603,Comment,"2020/04/29, 18:28:54",73
750,2094,Emoticon,"2020/04/29, 16:40:50",765
677,3573,Emoticon,"2020/04/29, 17:27:06",532
636,11105,Comment,"2020/04/29, 17:18:49",323
415,4693,Comment,"2020/04/29, 17:46:04",871
66,10264,Like,"2020/04/29, 17:13:39",795
670,7419,Comment,"2020/04/29, 15:59:52",666
723,3428,Like,"2020/04/29, 17:13:25",109
215,2082,Emoticon,"2020/04/29, 17:00:03",91
415,13061,Like,"2020/04/29, 16:13:13",735
714,1851,Emoticon,"2020/04/29, 17:04:19",115
740,8117,Comment,"2020/04/29, 16:53:14",976
837,1736,Like,"2020/04/29, 15:56:26",463
395,13338,Like,"2020/04/29, 17:21:04",884
678,1897,Comment,"2020/04/29, 17:46:30",687
737,12010,Like,"2020/04/29, 18:30:09",567
811,10548,Comment,"2020/04/29, 17:19:11",149
690,12175,Like,"2020/04/29, 17:00:44",722
525,6366,Comment,"2020/04/29, 17:28:47",985
68,13974,Like,"2020/04/29, 16:48:42",646
160,11028,Like,"2020/04/29, 16:58:58",715
164,10398,Like,"2020/04/29, 17:29:04",851
643,10362,Comment,"2020/04/29, 17:14:40",874
696,10602,Emoticon,"2020/04/29, 16:35:53",68
684,12700,Comment,"2020/04/29, 17:04:37",277
915,11637,Comment,"2020/04/29, 16:58:51",468
685,7246,Emoticon,"2020/04/29, 16:34:48",838
714,6919,Emoticon,"2020/04/29, 17:29:53",94
642,7634,Emoticon,"2020/04/29, 17:20:22",339
466,12650,Comment,"2020/04/29, 15:55:54",722
400,1421,Emoticon,"2020/04/29, 16:20:31",942
887,6455,Like,"2020/04/29, 16:20:06",819
727,4660,Emoticon,"2020/04/29, 17:41:07",361
730,6786,Like,"2020/04/29, 16:59:53",269
616,5047,Like,"2020/04/29, 17:28:05",28
17,11251,Comment,"2020/04/29, 16:41:53",363
709,1049,Like,"2020/04/29, 17:26:33",187
821,3839,Comment,"2020/04/29, 16:23:53",447
222,10184,Like,"2020/04/29, 17:19:15",83
650,5593,Emoticon,"2020/04/29, 16:50:54",447
465,8694,Comment,"2020/04/29, 18:11:48",337
706,7656,Comment,"2020/04/29, 16:53:11",33
702,6582,Like,"2020/04/29, 16:51:11",36
466,9370,Like,"2020/04/29, 16:27:40",955
518,7039,Emoticon,"2020/04/29, 17:23:46",68
525,4971,Like,"2020/04/29, 16:34:30",655
500,11333,Emoticon,"2020/04/29, 17:39:50",579
105,12120,Comment,"2020/04/29, 16:52:53",813
716,5737,Comment,"2020/04/29, 17:10:39",4
641,5217,Comment,"2020/04/29, 16:53:50",948
68,3110,Like,"2020/04/29, 17:03:22",193
273,6834,Emoticon,"2020/04/29, 16:44:44",447
660,1088,Like,"2020/04/29, 17:13:30",165
694,2825,Like,"2020/04/29, 18:30:36",784
466,2021,Comment,"2020/04/29, 17:28:05",793
273,10228,Comment,"2020/04/29, 17:39:14",89
817,1015,Like,"2020/04/29, 17:38:33",969
641,1511,Like,"2020/04/29, 16:54:53",410
680,7021,Emoticon,"2020/04/29, 16:46:52",170
716,10817,Emoticon,"2020/04/29, 17:45:08",722
653,11336,Comment,"2020/04/29, 17:46:17",127
678,8988,Emoticon,"2020/04/29, 17:36:23",388
750,6133,Emoticon,"2020/04/29, 16:27:03",336
681,14136,Like,"2020/04/29, 16:48:22",619
682,10755,Like,"2020/04/29, 16:25:50",91
662,5656,Like,"2020/04/29, 16:59:32",925
950,1081,Like,"2020/04/29, 17:24:49",234
792,9341,Like,"2020/04/29, 16:32:36",807
710,6761,Comment,"2020/04/29, 17:50:24",51
921,1494,Emoticon,"2020/04/29, 16:28:34",554
660,8198,Like,"2020/04/29, 17:31:38",714
720,12753,Comment,"2020/04/29, 17:52:33",164
71,11004,Emoticon,"2020/04/29, 16:49:59",279
466,11935,Emoticon,"2020/04/29, 17:47:31",228
811,4806,Like,"2020/04/29, 16:34:37",791
679,5387,Comment,"2020/04/29, 17:30:58",374
681,11707,Like,"2020/04/29, 17:44:39",904
642,5061,Comment,"2020/04/29, 16:39:59",932
648,10931,Emoticon,"2020/04/29, 16:42:58",136
611,4993,Like,"2020/04/29, 16:55:26",112
946,10850,Comment,"2020/04/29, 15:59:36",571
697,12740,Comment,"2020/04/29, 18:01:39",534
711,7613,Like,"2020/04/29, 17:12:30",188
669,2008,Comment,"2020/04/29, 16:41:43",294
652,2993,Comment,"2020/04/29, 17:22:46",288
677,3389,Emoticon,"2020/04/29, 15:47:02",753
948,13993,Like,"2020/04/29, 16:39:01",826
665,10399,Emoticon,"2020/04/29, 16:52:47",250
957,12849,Comment,"2020/04/29, 17:30:49",852
222,3396,Comment,"2020/04/29, 16:55:35",75
902,7401,Emoticon,"2020/04/29, 18:13:59",746
727,13293,Like,"2020/04/29, 17:52:05",571
680,6260,Emoticon,"2020/04/29, 16:04:34",889
660,9947,Like,"2020/04/29, 16:51:27",318
750,10045,Comment,"2020/04/29, 17:01:24",316
821,8891,Like,"2020/04/29, 16:30:43",489
810,13300,Comment,"2020/04/29, 17:22:06",612
706,8906,Like,"2020/04/29, 17:37:03",943
724,2686,Comment,"2020/04/29, 15:59:31",720
810,4249,Comment,"2020/04/29, 17:40:42",529
67,6373,Like,"2020/04/29, 17:22:45",74
931,8179,Emoticon,"2020/04/29, 17:06:02",991
716,12758,Emoticon,"2020/04/29, 16:47:59",665
72,2453,Emoticon,"2020/04/29, 16:34:15",393
699,2834,Comment,"2020/04/29, 16:40:55",764
821,4289,Emoticon,"2020/04/29, 16:16:53",338
18,10370,Like,"2020/04/29, 16:46:49",768
592,7543,Emoticon,"2020/04/29, 17:30:24",237
715,13936,Like,"2020/04/29, 17:17:24",854
68,8645,Comment,"2020/04/29, 15:58:05",831
711,7973,Like,"2020/04/29, 16:05:50",838
948,10034,Emoticon,"2020/04/29, 17:13:23",710
792,1889,Like,"2020/04/29, 17:46:01",553
950,6602,Like,"2020/04/29, 17:05:15",225
640,10316,Comment,"2020/04/29, 17:22:11",802
679,1085,Emoticon,"2020/04/29, 17:32:31",29
729,14096,Like,"2020/04/29, 16:40:26",286
124,10691,Emoticon,"2020/04/29, 16:49:01",773
639,4655,Comment,"2020/04/29, 17:40:45",264
395,13683,Emoticon,"2020/04/29, 17:25:45",960
702,3753,Emoticon,"2020/04/29, 15:34:14",693
690,13769,Emoticon,"2020/04/29, 17:36:04",476
811,14081,Comment,"2020/04/29, 16:55:51",276
592,5706,Comment,"2020/04/29, 16:52:57",709
656,1358,Like,"2020/04/29, 16:26:32",820
692,6327,Comment,"2020/04/29, 16:52:22",756
648,9691,Comment,"2020/04/29, 18:06:28",162
963,4284,Like,"2020/04/29, 17:20:32",798
204,8810,Like,"2020/04/29, 16:48:12",548
737,5691,Like,"2020/04/29, 17:03:29",193
808,5090,Emoticon,"2020/04/29, 16:53:55",719
700,6076,Emoticon,"2020/04/29, 16:55:50",350
717,8635,Comment,"2020/04/29, 17:32:13",112
187,13186,Comment,"2020/04/29, 16:22:09",273
725,12751,Emoticon,"2020/04/29, 16:44:14",833
285,6722,Like,"2020/04/29, 15:51:09",72
72,8509,Emoticon,"2020/04/29, 17:58:11",597
653,6100,Like,"2020/04/29, 16:31:20",702
733,5311,Like,"2020/04/29, 16:53:29",73
640,8293,Emoticon,"2020/04/29, 15:46:50",953
657,9799,Like,"2020/04/29, 16:17:02",676
693,3249,Like,"2020/04/29, 16:23:20",227
204,4555,Emoticon,"2020/04/29, 17:09:26",33
400,1140,Like,"2020/04/29, 17:27:00",166
558,1392,Comment,"2020/04/29, 17:07:29",698
703,9785,Comment,"2020/04/29, 16:49:25",488
734,2803,Comment,"2020/04/29, 16:53:17",860
921,8392,Emoticon,"2020/04/29, 16:12:38",866
727,1583,Like,"2020/04/29, 17:16:46",808
715,12670,Comment,"2020/04/29, 17:20:14",494
689,3222,Emoticon,"2020/04/29, 16:44:57",697
689,6649,Emoticon,"2020/04/29, 16:45:48",329
17,5679,Comment,"2020/04/29, 17:11:43",325
821,1634,Like,"2020/04/29, 18:04:13",150
71,13793,Like,"2020/04/29, 17:13:50",902
733,3537,Comment,"2020/04/29, 17:24:46",232
692,2424,Comment,"2020/04/29, 16:43:40",66
649,8248,Like,"2020/04/29, 17:14:15",486
651,4728,Comment,"2020/04/29, 16:44:52",549
687,7779,Like,"2020/04/29, 16:37:44",465
645,11997,Emoticon,"2020/04/29, 16:50:04",78
402,3749,Comment,"2020/04/29, 16:31:54",257
693,5121,Emoticon,"2020/04/29, 17:26:06",372
813,3907,Comment,"2020/04/29, 16:23:51",982
351,4891,Emoticon,"2020/04/29, 15:58:29",232
640,9409,Emoticon,"2020/04/29, 16:34:44",242
642,2084,Like,"2020/04/29, 16:23:06",768
653,10736,Comment,"2020/04/29, 16:02:10",365
572,5614,Like,"2020/04/29, 16:44:35",683
604,6973,Like,"2020/04/29, 17:48:23",257
690,2247,Like,"2020/04/29, 16:55:46",663
400,5388,Emoticon,"2020/04/29, 17:30:07",697
187,4834,Like,"2020/04/29, 17:30:01",600
611,3534,Emoticon,"2020/04/29, 16:03:25",122
685,3678,Emoticon,"2020/04/29, 17:09:40",690
222,11700,Comment,"2020/04/29, 17:37:33",825
87,10869,Comment,"2020/04/29, 16:24:26",814
13,2705,Emoticon,"2020/04/29, 15:57:36",343
160,13007,Like,"2020/04/29, 17:25:18",812
521,5329,Comment,"2020/04/29, 16:43:02",821
647,10856,Emoticon,"2020/04/29, 16:30:22",752
508,7804,Emoticon,"2020/04/29, 17:20:39",623
691,6543,Emoticon,"2020/04/29, 16:13:20",853
466,12425,Emoticon,"2020/04/29, 17:58:33",602
662,12524,Emoticon,"2020/04/29, 17:46:13",316
509,5588,Comment,"2020/04/29, 17:16:11",933
750,13090,Comment,"2020/04/29, 16:26:31",509
667,1197,Emoticon,"2020/04/29, 17:48:02",300
616,13144,Emoticon,"2020/04/29, 16:30:31",710
67,7269,Like,"2020/04/29, 16:36:14",288
500,12876,Emoticon,"2020/04/29, 17:31:36",893
724,7583,Emoticon,"2020/04/29, 17:53:38",894
679,13891,Comment,"2020/04/29, 17:31:21",31
670,11253,Like,"2020/04/29, 17:05:52",265
931,13541,Emoticon,"2020/04/29, 16:19:52",507
634,5590,Emoticon,"2020/04/29, 17:31:56",389
733,2893,Like,"2020/04/29, 16:11:46",250
817,11531,Like,"2020/04/29, 16:48:55",563
704,9511,Like,"2020/04/29, 17:51:27",732
687,9743,Comment,"2020/04/29, 16:16:32",935
187,12112,Emoticon,"2020/04/29, 16:22:19",838
680,11471,Comment,"2020/04/29, 17:17:51",777
698,7032,Emoticon,"2020/04/29, 17:00:07",204
686,3128,Comment,"2020/04/29, 16:20:08",196
66,3661,Like,"2020/04/29, 16:56:12",591
656,9735,Comment,"2020/04/29, 16:22:33",926
771,13802,Comment,"2020/04/29, 16:53:57",932
654,13603,Comment,"2020/04/29, 17:38:04",421
509,8551,Comment,"2020/04/29, 18:06:38",84
664,8484,Emoticon,"2020/04/29, 17:25:57",444
817,4677,Comment,"2020/04/29, 18:12:54",326
664,10524,Comment,"2020/04/29, 16:46:08",939
68,7820,Emoticon,"2020/04/29, 16:39:41",75
738,5374,Like,"2020/04/29, 15:48:16",553
187,7828,Comment,"2020/04/29, 17:55:14",556
691,5651,Emoticon,"2020/04/29, 16:01:11",151
75,2100,Comment,"2020/04/29, 17:13:34",7
672,3115,Like,"2020/04/29, 18:02:45",206
683,12872,Like,"2020/04/29, 18:25:15",359
815,7315,Like,"2020/04/29, 16:21:53",781
637,1984,Like,"2020/04/29, 16:22:00",738
521,3232,Comment,"2020/04/29, 17:18:57",70
160,7255,Emoticon,"2020/04/29, 16:54:36",340
139,5932,Comment,"2020/04/29, 17:18:16",808
678,12933,Like,"2020/04/29, 17:17:33",890
96,6529,Emoticon,"2020/04/29, 17:24:28",494
509,9803,Like,"2020/04/29, 16:47:01",901
525,8615,Comment,"2020/04/29, 16:54:25",620
635,6021,Like,"2020/04/29, 17:31:48",9
921,13227,Emoticon,"2020/04/29, 17:12:24",351
722,2139,Emoticon,"2020/04/29, 16:53:28",59
650,9679,Comment,"2020/04/29, 16:50:29",406
685,10962,Like,"2020/04/29, 17:09:50",454
657,13386,Like,"2020/04/29, 17:23:57",603
740,8315,Like,"2020/04/29, 16:18:12",315
592,8562,Like,"2020/04/29, 16:59:02",503
957,7473,Emoticon,"2020/04/29, 17:19:08",365
96,7966,Emoticon,"2020/04/29, 16:27:42",41
736,14026,Comment,"2020/04/29, 17:30:34",136
643,3790,Emoticon,"2020/04/29, 16:50:22",118
706,7619,Comment,"2020/04/29, 16:59:16",72
957,9589,Comment,"2020/04/29, 16:53:55",190
124,10591,Like,"2020/04/29, 15:54:24",196
671,12082,Comment,"2020/04/29, 17:00:10",622
591,10448,Like,"2020/04/29, 18:07:18",823
71,1183,Like,"2020/04/29, 17:45:42",964
652,13938,Like,"2020/04/29, 16:37:49",800
645,12753,Comment,"2020/04/29, 16:27:08",710
705,6941,Emoticon,"2020/04/29, 16:22:40",899
837,1474,Emoticon,"2020/04/29, 17:09:19",358
17,14137,Comment,"2020/04/29, 18:00:30",165
670,10760,Like,"2020/04/29, 16:59:02",927
792,13219,Like,"2020/04/29, 16:41:55",883
821,11727,Comment,"2020/04/29, 16:52:31",759
75,1145,Comment,"2020/04/29, 17:14:43",636
647,12260,Emoticon,"2020/04/29, 17:25:37",864
11,1769,Comment,"2020/04/29, 18:04:17",932
817,5679,Like,"2020/04/29, 16:14:30",970
17,5349,Emoticon,"2020/04/29, 17:07:51",142
705,11853,Like,"2020/04/29, 17:01:16",802
635,12612,Comment,"2020/04/29, 16:17:38",638
160,9214,Like,"2020/04/29, 16:53:24",953
620,11005,Emoticon,"2020/04/29, 16:58:52",357
691,6858,Like,"2020/04/29, 16:41:00",994
707,12306,Comment,"2020/04/29, 17:10:00",776
679,5692,Comment,"2020/04/29, 16:12:14",236
508,10750,Like,"2020/04/29, 16:54:53",580
641,2800,Emoticon,"2020/04/29, 16:27:28",981
724,4825,Comment,"2020/04/29, 17:18:15",984
734,9489,Emoticon,"2020/04/29, 16:28:03",299
139,3316,Emoticon,"2020/04/29, 17:34:33",854
665,10714,Like,"2020/04/29, 16:56:34",199
833,12481,Comment,"2020/04/29, 17:28:17",665
68,1391,Emoticon,"2020/04/29, 17:02:44",641
592,2323,Emoticon,"2020/04/29, 17:15:03",298
673,3851,Like,"2020/04/29, 16:28:28",551
68,6535,Like,"2020/04/29, 17:25:41",235
915,5116,Comment,"2020/04/29, 16:46:21",191
666,6108,Like,"2020/04/29, 16:43:00",896
684,8587,Like,"2020/04/29, 17:31:07",503
