User,ID,Post Type,Post Date
15,1189,Video,"2020/04/29, 16:21:41"
15,1190,Image,"2020/04/29, 16:42:13"
15,1191,Status_Change,"2020/04/29, 16:41:39"
15,1192,Video,"2020/04/29, 16:56:56"
15,1193,Gif,"2020/04/29, 18:10:27"
15,1194,Gif,"2020/04/29, 16:56:41"
15,1195,Image,"2020/04/29, 17:05:04"
15,1196,Image,"2020/04/29, 16:33:01"
15,1197,Status_Change,"2020/04/29, 16:51:36"
15,1198,Gif,"2020/04/29, 16:53:06"
15,1199,Gif,"2020/04/29, 16:53:22"
15,1200,Status_Change,"2020/04/29, 16:51:41"
15,1201,Image,"2020/04/29, 17:34:29"
15,1202,Status_Change,"2020/04/29, 17:10:18"
15,1203,Text,"2020/04/29, 17:10:41"
15,1204,Video,"2020/04/29, 17:08:00"
15,1205,Video,"2020/04/29, 16:26:20"
15,1206,Video,"2020/04/29, 16:49:32"
15,1207,Gif,"2020/04/29, 16:18:29"
15,1208,Video,"2020/04/29, 17:18:58"
15,1209,Video,"2020/04/29, 16:48:35"
16,1210,Status_Change,"2020/04/29, 16:52:49"
16,1211,Text,"2020/04/29, 16:31:26"
16,1212,Image,"2020/04/29, 16:42:50"
16,1213,Image,"2020/04/29, 16:46:11"
16,1214,Gif,"2020/04/29, 16:46:01"
16,1215,Image,"2020/04/29, 16:50:09"
16,1216,Text,"2020/04/29, 17:21:14"
16,1217,Gif,"2020/04/29, 17:03:37"
16,1218,Image,"2020/04/29, 16:36:35"
16,1219,Text,"2020/04/29, 17:48:44"
16,1220,Status_Change,"2020/04/29, 17:19:59"
16,1221,Video,"2020/04/29, 16:18:16"
17,1222,Gif,"2020/04/29, 17:54:05"
17,1223,Status_Change,"2020/04/29, 17:11:15"
18,1224,Video,"2020/04/29, 16:20:59"
18,1225,Status_Change,"2020/04/29, 17:25:22"
18,1226,Image,"2020/04/29, 17:19:27"
18,1227,Image,"2020/04/29, 16:46:28"
18,1228,Video,"2020/04/29, 16:17:17"
18,1229,Image,"2020/04/29, 16:00:20"
19,1230,Gif,"2020/04/29, 17:12:29"
19,1231,Video,"2020/04/29, 16:40:22"
19,1232,Image,"2020/04/29, 17:26:00"
19,1233,Text,"2020/04/29, 17:49:29"
19,1234,Status_Change,"2020/04/29, 16:30:42"
19,1235,Gif,"2020/04/29, 16:25:35"
19,1236,Image,"2020/04/29, 16:47:36"
19,1237,Text,"2020/04/29, 16:57:35"
19,1238,Image,"2020/04/29, 17:05:53"
19,1239,Gif,"2020/04/29, 16:56:17"
19,1240,Video,"2020/04/29, 17:59:15"
19,1241,Text,"2020/04/29, 16:40:26"
19,1242,Text,"2020/04/29, 17:29:42"
19,1243,Gif,"2020/04/29, 17:11:37"
19,1244,Text,"2020/04/29, 17:54:12"
19,1245,Image,"2020/04/29, 17:29:27"
19,1246,Video,"2020/04/29, 16:17:48"
19,1247,Image,"2020/04/29, 17:38:38"
19,1248,Image,"2020/04/29, 17:21:45"
19,1249,Status_Change,"2020/04/29, 16:16:41"
19,1250,Text,"2020/04/29, 16:59:31"
20,1251,Status_Change,"2020/04/29, 16:54:57"
20,1252,Image,"2020/04/29, 16:54:35"
20,1253,Gif,"2020/04/29, 16:37:49"
20,1254,Gif,"2020/04/29, 15:43:38"
20,1255,Status_Change,"2020/04/29, 16:06:34"
20,1256,Gif,"2020/04/29, 16:15:12"
20,1257,Status_Change,"2020/04/29, 17:07:15"
20,1258,Text,"2020/04/29, 16:54:38"
20,1259,Status_Change,"2020/04/29, 17:12:22"
20,1260,Video,"2020/04/29, 17:20:44"
20,1261,Status_Change,"2020/04/29, 16:50:05"
20,1262,Text,"2020/04/29, 16:38:22"
20,1263,Gif,"2020/04/29, 17:06:48"
20,1264,Text,"2020/04/29, 17:27:19"
20,1265,Status_Change,"2020/04/29, 16:57:52"
20,1266,Image,"2020/04/29, 16:56:31"
20,1267,Video,"2020/04/29, 17:55:17"
20,1268,Image,"2020/04/29, 16:31:16"
20,1269,Status_Change,"2020/04/29, 17:38:52"
20,1270,Text,"2020/04/29, 18:01:03"
20,1271,Text,"2020/04/29, 17:45:20"
20,1272,Status_Change,"2020/04/29, 16:50:47"
20,1273,Text,"2020/04/29, 16:50:53"
21,1274,Text,"2020/04/29, 17:58:02"
21,1275,Status_Change,"2020/04/29, 18:11:22"
21,1276,Status_Change,"2020/04/29, 16:53:58"
21,1277,Text,"2020/04/29, 17:22:36"
21,1278,Gif,"2020/04/29, 17:29:50"
21,1279,Text,"2020/04/29, 16:40:49"
21,1280,Status_Change,"2020/04/29, 17:24:25"
21,1281,Image,"2020/04/29, 17:31:15"
21,1282,Video,"2020/04/29, 16:42:30"
21,1283,Gif,"2020/04/29, 15:48:07"
21,1284,Text,"2020/04/29, 16:44:33"
21,1285,Status_Change,"2020/04/29, 16:37:08"
21,1286,Gif,"2020/04/29, 17:14:37"
21,1287,Gif,"2020/04/29, 16:36:11"
21,1288,Text,"2020/04/29, 16:48:53"
21,1289,Image,"2020/04/29, 17:21:37"
21,1290,Video,"2020/04/29, 16:18:23"
21,1291,Text,"2020/04/29, 16:57:10"
22,1292,Status_Change,"2020/04/29, 16:42:54"
22,1293,Video,"2020/04/29, 16:30:42"
22,1294,Text,"2020/04/29, 17:40:00"
22,1295,Status_Change,"2020/04/29, 16:23:48"
22,1296,Image,"2020/04/29, 16:34:33"
22,1297,Gif,"2020/04/29, 16:48:11"
22,1298,Gif,"2020/04/29, 16:43:34"
22,1299,Status_Change,"2020/04/29, 16:31:15"
22,1300,Text,"2020/04/29, 17:04:45"
22,1301,Gif,"2020/04/29, 17:27:36"
22,1302,Text,"2020/04/29, 17:29:14"
22,1303,Video,"2020/04/29, 16:49:00"
22,1304,Image,"2020/04/29, 17:46:01"
22,1305,Video,"2020/04/29, 16:30:41"
22,1306,Text,"2020/04/29, 16:27:21"
23,1307,Image,"2020/04/29, 17:03:07"
23,1308,Gif,"2020/04/29, 16:40:42"
23,1309,Gif,"2020/04/29, 17:10:07"
23,1310,Video,"2020/04/29, 17:15:52"
23,1311,Video,"2020/04/29, 17:47:03"
23,1312,Video,"2020/04/29, 17:20:44"
23,1313,Status_Change,"2020/04/29, 16:17:54"
23,1314,Text,"2020/04/29, 16:55:27"
23,1315,Text,"2020/04/29, 16:27:26"
23,1316,Video,"2020/04/29, 17:06:05"
23,1317,Image,"2020/04/29, 17:09:09"
24,1318,Status_Change,"2020/04/29, 16:43:00"
24,1319,Status_Change,"2020/04/29, 17:37:36"
24,1320,Gif,"2020/04/29, 16:19:47"
24,1321,Status_Change,"2020/04/29, 16:30:31"
24,1322,Status_Change,"2020/04/29, 16:34:48"
24,1323,Status_Change,"2020/04/29, 17:37:26"
24,1324,Status_Change,"2020/04/29, 16:29:45"
24,1325,Image,"2020/04/29, 17:03:13"
24,1326,Text,"2020/04/29, 17:06:07"
24,1327,Status_Change,"2020/04/29, 16:25:31"
24,1328,Text,"2020/04/29, 18:03:05"
24,1329,Gif,"2020/04/29, 16:46:10"
24,1330,Image,"2020/04/29, 16:31:42"
25,1331,Image,"2020/04/29, 16:41:35"
25,1332,Status_Change,"2020/04/29, 16:58:50"
25,1333,Text,"2020/04/29, 16:24:18"
25,1334,Image,"2020/04/29, 16:40:27"
25,1335,Image,"2020/04/29, 17:37:02"
26,1336,Gif,"2020/04/29, 16:29:15"
26,1337,Video,"2020/04/29, 17:05:28"
26,1338,Gif,"2020/04/29, 16:25:34"
26,1339,Text,"2020/04/29, 16:53:16"
26,1340,Image,"2020/04/29, 16:03:58"
26,1341,Video,"2020/04/29, 16:59:34"
26,1342,Text,"2020/04/29, 17:44:49"
26,1343,Text,"2020/04/29, 17:22:17"
26,1344,Status_Change,"2020/04/29, 17:54:11"
26,1345,Text,"2020/04/29, 16:56:07"
26,1346,Gif,"2020/04/29, 16:43:17"
26,1347,Text,"2020/04/29, 16:38:21"
26,1348,Text,"2020/04/29, 16:40:14"
26,1349,Video,"2020/04/29, 15:53:09"
26,1350,Video,"2020/04/29, 17:57:06"
27,1351,Text,"2020/04/29, 16:55:04"
27,1352,Text,"2020/04/29, 16:47:05"
27,1353,Text,"2020/04/29, 15:56:52"
27,1354,Text,"2020/04/29, 16:39:01"
27,1355,Status_Change,"2020/04/29, 17:09:02"
28,1356,Video,"2020/04/29, 17:10:37"
28,1357,Gif,"2020/04/29, 16:12:19"
28,1358,Gif,"2020/04/29, 16:44:05"
29,1359,Video,"2020/04/29, 16:40:27"
29,1360,Status_Change,"2020/04/29, 16:56:54"
29,1361,Image,"2020/04/29, 16:26:07"
29,1362,Status_Change,"2020/04/29, 16:32:28"
29,1363,Image,"2020/04/29, 17:16:24"
29,1364,Status_Change,"2020/04/29, 16:35:36"
29,1365,Video,"2020/04/29, 17:45:47"
29,1366,Text,"2020/04/29, 17:39:53"
29,1367,Image,"2020/04/29, 16:17:28"
29,1368,Status_Change,"2020/04/29, 16:22:15"
30,1369,Video,"2020/04/29, 16:24:12"
30,1370,Gif,"2020/04/29, 17:44:25"
30,1371,Status_Change,"2020/04/29, 16:55:47"
30,1372,Video,"2020/04/29, 16:22:58"
30,1373,Video,"2020/04/29, 16:14:45"
30,1374,Gif,"2020/04/29, 17:10:43"
30,1375,Video,"2020/04/29, 17:19:08"
30,1376,Image,"2020/04/29, 16:48:37"
30,1377,Gif,"2020/04/29, 16:16:57"
30,1378,Video,"2020/04/29, 17:10:42"
30,1379,Gif,"2020/04/29, 17:08:08"
30,1380,Image,"2020/04/29, 17:30:39"
30,1381,Video,"2020/04/29, 16:06:10"
30,1382,Image,"2020/04/29, 17:16:31"
30,1383,Status_Change,"2020/04/29, 17:50:11"
30,1384,Image,"2020/04/29, 16:24:03"
30,1385,Image,"2020/04/29, 17:39:17"
30,1386,Text,"2020/04/29, 17:45:33"
30,1387,Gif,"2020/04/29, 17:48:40"
30,1388,Video,"2020/04/29, 17:21:00"
31,1389,Status_Change,"2020/04/29, 17:25:25"
31,1390,Video,"2020/04/29, 16:58:13"
31,1391,Text,"2020/04/29, 17:28:15"
32,1392,Image,"2020/04/29, 16:35:47"
32,1393,Image,"2020/04/29, 15:59:02"
32,1394,Video,"2020/04/29, 16:33:16"
32,1395,Gif,"2020/04/29, 15:33:21"
32,1396,Text,"2020/04/29, 16:04:08"
32,1397,Image,"2020/04/29, 16:54:35"
32,1398,Image,"2020/04/29, 17:32:33"
32,1399,Gif,"2020/04/29, 17:41:31"
32,1400,Gif,"2020/04/29, 17:54:21"
32,1401,Image,"2020/04/29, 16:22:55"
32,1402,Text,"2020/04/29, 17:06:32"
32,1403,Status_Change,"2020/04/29, 16:33:05"
32,1404,Image,"2020/04/29, 15:57:37"
32,1405,Gif,"2020/04/29, 16:46:43"
33,1406,Video,"2020/04/29, 16:18:18"
33,1407,Image,"2020/04/29, 17:40:47"
33,1408,Video,"2020/04/29, 16:44:29"
33,1409,Video,"2020/04/29, 16:56:45"
34,1410,Gif,"2020/04/29, 16:34:36"
34,1411,Text,"2020/04/29, 17:06:28"
34,1412,Text,"2020/04/29, 17:48:48"
34,1413,Gif,"2020/04/29, 17:14:55"
34,1414,Status_Change,"2020/04/29, 16:51:10"
34,1415,Status_Change,"2020/04/29, 16:26:30"
34,1416,Status_Change,"2020/04/29, 16:48:36"
34,1417,Text,"2020/04/29, 16:35:07"
34,1418,Image,"2020/04/29, 16:34:26"
35,1419,Video,"2020/04/29, 17:57:14"
35,1420,Gif,"2020/04/29, 17:28:49"
35,1421,Text,"2020/04/29, 16:43:46"
35,1422,Text,"2020/04/29, 15:38:24"
35,1423,Text,"2020/04/29, 16:51:51"
35,1424,Text,"2020/04/29, 16:33:34"
35,1425,Text,"2020/04/29, 17:01:51"
35,1426,Status_Change,"2020/04/29, 17:00:26"
35,1427,Gif,"2020/04/29, 16:46:44"
35,1428,Image,"2020/04/29, 17:35:17"
35,1429,Video,"2020/04/29, 16:39:56"
35,1430,Video,"2020/04/29, 16:36:05"
36,1431,Status_Change,"2020/04/29, 16:55:34"
36,1432,Text,"2020/04/29, 17:31:54"
36,1433,Text,"2020/04/29, 17:47:45"
36,1434,Status_Change,"2020/04/29, 17:03:09"
37,1435,Gif,"2020/04/29, 16:49:28"
37,1436,Gif,"2020/04/29, 17:26:54"
37,1437,Gif,"2020/04/29, 16:28:32"
37,1438,Video,"2020/04/29, 17:24:30"
37,1439,Text,"2020/04/29, 17:43:39"
37,1440,Gif,"2020/04/29, 17:42:03"
37,1441,Status_Change,"2020/04/29, 16:12:05"
37,1442,Video,"2020/04/29, 16:56:21"
37,1443,Gif,"2020/04/29, 17:52:36"
37,1444,Text,"2020/04/29, 17:20:10"
37,1445,Gif,"2020/04/29, 17:17:05"
37,1446,Gif,"2020/04/29, 16:30:00"
37,1447,Image,"2020/04/29, 17:44:08"
37,1448,Video,"2020/04/29, 16:46:57"
37,1449,Video,"2020/04/29, 16:46:27"
37,1450,Status_Change,"2020/04/29, 16:23:44"
37,1451,Status_Change,"2020/04/29, 17:05:43"
37,1452,Status_Change,"2020/04/29, 17:05:19"
37,1453,Gif,"2020/04/29, 16:01:20"
37,1454,Text,"2020/04/29, 17:05:37"
37,1455,Gif,"2020/04/29, 16:23:45"
37,1456,Image,"2020/04/29, 16:47:59"
37,1457,Video,"2020/04/29, 17:51:06"
37,1458,Video,"2020/04/29, 17:16:27"
38,1459,Video,"2020/04/29, 17:34:09"
38,1460,Text,"2020/04/29, 16:05:03"
38,1461,Image,"2020/04/29, 18:07:16"
38,1462,Status_Change,"2020/04/29, 16:36:06"
38,1463,Image,"2020/04/29, 16:25:46"
38,1464,Status_Change,"2020/04/29, 17:02:01"
38,1465,Status_Change,"2020/04/29, 17:08:04"
38,1466,Status_Change,"2020/04/29, 16:34:33"
38,1467,Image,"2020/04/29, 16:47:37"
38,1468,Image,"2020/04/29, 16:56:11"
38,1469,Text,"2020/04/29, 16:42:29"
38,1470,Gif,"2020/04/29, 16:39:34"
38,1471,Text,"2020/04/29, 16:31:22"
39,1472,Video,"2020/04/29, 17:03:28"
39,1473,Image,"2020/04/29, 17:38:34"
39,1474,Status_Change,"2020/04/29, 16:45:57"
39,1475,Status_Change,"2020/04/29, 17:01:22"
39,1476,Text,"2020/04/29, 16:04:30"
39,1477,Status_Change,"2020/04/29, 16:38:13"
39,1478,Status_Change,"2020/04/29, 16:17:04"
39,1479,Video,"2020/04/29, 17:32:49"
39,1480,Status_Change,"2020/04/29, 17:14:53"
39,1481,Video,"2020/04/29, 17:08:56"
39,1482,Text,"2020/04/29, 17:09:26"
39,1483,Gif,"2020/04/29, 16:04:51"
39,1484,Video,"2020/04/29, 16:13:53"
39,1485,Text,"2020/04/29, 17:17:13"
39,1486,Status_Change,"2020/04/29, 16:36:54"
39,1487,Text,"2020/04/29, 16:16:18"
39,1488,Status_Change,"2020/04/29, 16:49:19"
39,1489,Image,"2020/04/29, 17:06:40"
39,1490,Video,"2020/04/29, 16:42:11"
40,1491,Image,"2020/04/29, 16:20:43"
40,1492,Image,"2020/04/29, 16:53:34"
40,1493,Text,"2020/04/29, 16:25:35"
40,1494,Video,"2020/04/29, 17:33:19"
40,1495,Text,"2020/04/29, 15:59:02"
40,1496,Video,"2020/04/29, 16:09:56"
40,1497,Video,"2020/04/29, 16:07:01"
40,1498,Video,"2020/04/29, 17:00:56"
40,1499,Gif,"2020/04/29, 17:10:45"
40,1500,Video,"2020/04/29, 15:58:19"
40,1501,Status_Change,"2020/04/29, 17:20:05"
40,1502,Video,"2020/04/29, 16:17:13"
40,1503,Status_Change,"2020/04/29, 16:32:09"
40,1504,Text,"2020/04/29, 17:34:18"
40,1505,Video,"2020/04/29, 17:11:40"
40,1506,Gif,"2020/04/29, 16:20:48"
40,1507,Video,"2020/04/29, 17:24:09"
40,1508,Image,"2020/04/29, 17:54:53"
40,1509,Gif,"2020/04/29, 17:23:30"
40,1510,Gif,"2020/04/29, 17:00:08"
40,1511,Status_Change,"2020/04/29, 16:40:07"
40,1512,Image,"2020/04/29, 17:23:40"
40,1513,Image,"2020/04/29, 16:40:52"
41,1514,Gif,"2020/04/29, 16:52:05"
41,1515,Gif,"2020/04/29, 16:42:34"
41,1516,Image,"2020/04/29, 16:34:03"
41,1517,Gif,"2020/04/29, 16:52:38"
41,1518,Text,"2020/04/29, 16:29:10"
41,1519,Gif,"2020/04/29, 16:46:23"
41,1520,Text,"2020/04/29, 17:31:16"
41,1521,Gif,"2020/04/29, 17:34:35"
41,1522,Video,"2020/04/29, 16:48:04"
41,1523,Text,"2020/04/29, 17:35:39"
42,1524,Video,"2020/04/29, 15:57:22"
42,1525,Status_Change,"2020/04/29, 16:45:15"
42,1526,Gif,"2020/04/29, 16:43:18"
42,1527,Text,"2020/04/29, 16:45:10"
42,1528,Video,"2020/04/29, 16:48:22"
42,1529,Gif,"2020/04/29, 16:22:32"
42,1530,Video,"2020/04/29, 17:03:36"
42,1531,Text,"2020/04/29, 16:27:50"
42,1532,Text,"2020/04/29, 17:46:00"
42,1533,Gif,"2020/04/29, 17:38:34"
43,1534,Text,"2020/04/29, 17:17:06"
43,1535,Video,"2020/04/29, 17:26:18"
43,1536,Gif,"2020/04/29, 17:00:12"
43,1537,Image,"2020/04/29, 16:46:36"
44,1538,Video,"2020/04/29, 16:59:23"
44,1539,Gif,"2020/04/29, 16:26:54"
44,1540,Text,"2020/04/29, 17:48:25"
44,1541,Gif,"2020/04/29, 17:01:02"
44,1542,Status_Change,"2020/04/29, 16:51:34"
45,1543,Image,"2020/04/29, 16:59:15"
45,1544,Text,"2020/04/29, 16:38:36"
45,1545,Image,"2020/04/29, 17:12:36"
45,1546,Text,"2020/04/29, 16:38:32"
45,1547,Text,"2020/04/29, 17:01:12"
45,1548,Gif,"2020/04/29, 16:57:21"
45,1549,Image,"2020/04/29, 17:04:24"
45,1550,Status_Change,"2020/04/29, 17:36:08"
45,1551,Video,"2020/04/29, 16:27:59"
45,1552,Text,"2020/04/29, 16:59:13"
46,1553,Status_Change,"2020/04/29, 16:27:50"
46,1554,Gif,"2020/04/29, 15:56:43"
46,1555,Video,"2020/04/29, 16:48:26"
46,1556,Status_Change,"2020/04/29, 17:22:13"
46,1557,Gif,"2020/04/29, 17:33:01"
46,1558,Gif,"2020/04/29, 17:10:02"
46,1559,Gif,"2020/04/29, 17:43:10"
46,1560,Gif,"2020/04/29, 16:45:58"
46,1561,Gif,"2020/04/29, 18:04:00"
46,1562,Text,"2020/04/29, 17:06:06"
46,1563,Text,"2020/04/29, 17:23:16"
47,1564,Text,"2020/04/29, 17:20:25"
